,monthofyear,dayofmonth,weekday,Date,Hour,load,prevload,T,lasthr
411,1,18,3,18-01-2006,4,2671.0,2994.0,34.67,2656.0
412,1,18,3,18-01-2006,5,2749.0,3084.0,36.33,2671.0
413,1,18,3,18-01-2006,6,3030.0,3396.0,36.67,2749.0
414,1,18,3,18-01-2006,7,3528.0,3937.0,37.33,3030.0
415,1,18,3,18-01-2006,8,3824.0,4147.0,39.33,3528.0
416,1,18,3,18-01-2006,9,3905.0,4108.0,42.33,3824.0
417,1,18,3,18-01-2006,10,3940.0,4060.0,45.0,3905.0
418,1,18,3,18-01-2006,11,3979.0,4012.0,46.33,3940.0
419,1,18,3,18-01-2006,12,3974.0,3964.0,48.0,3979.0
420,1,18,3,18-01-2006,13,3922.0,3922.0,49.67,3974.0
421,1,18,3,18-01-2006,14,3848.0,3855.0,50.0,3922.0
422,1,18,3,18-01-2006,15,3797.0,3788.0,49.67,3848.0
423,1,18,3,18-01-2006,16,3780.0,3782.0,47.0,3797.0
424,1,18,3,18-01-2006,17,3906.0,4029.0,46.0,3780.0
425,1,18,3,18-01-2006,18,4104.0,4337.0,43.33,3906.0
426,1,18,3,18-01-2006,19,4062.0,4326.0,41.67,4104.0
427,1,18,3,18-01-2006,20,3945.0,4205.0,40.33,4062.0
428,1,18,3,18-01-2006,21,3763.0,4002.0,38.67,3945.0
429,1,18,3,18-01-2006,22,3478.0,3687.0,38.33,3763.0
430,1,18,3,18-01-2006,23,3126.0,3299.0,38.33,3478.0
431,1,18,3,18-01-2006,24,2845.0,2987.0,37.33,3126.0
432,1,19,4,19-01-2006,1,2651.0,2796.0,37.0,2845.0
433,1,19,4,19-01-2006,2,2582.0,2710.0,36.33,2651.0
434,1,19,4,19-01-2006,3,2570.0,2656.0,35.33,2582.0
435,1,19,4,19-01-2006,4,2607.0,2671.0,34.67,2570.0
436,1,19,4,19-01-2006,5,2723.0,2749.0,33.33,2607.0
437,1,19,4,19-01-2006,6,3019.0,3030.0,33.33,2723.0
438,1,19,4,19-01-2006,7,3582.0,3528.0,32.67,3019.0
439,1,19,4,19-01-2006,8,3830.0,3824.0,32.33,3582.0
440,1,19,4,19-01-2006,9,3820.0,3905.0,33.0,3830.0
441,1,19,4,19-01-2006,10,3827.0,3940.0,34.33,3820.0
442,1,19,4,19-01-2006,11,3827.0,3979.0,35.0,3827.0
443,1,19,4,19-01-2006,12,3812.0,3974.0,36.0,3827.0
444,1,19,4,19-01-2006,13,3760.0,3922.0,37.33,3812.0
445,1,19,4,19-01-2006,14,3721.0,3848.0,37.67,3760.0
446,1,19,4,19-01-2006,15,3673.0,3797.0,39.0,3721.0
447,1,19,4,19-01-2006,16,3637.0,3780.0,38.67,3673.0
448,1,19,4,19-01-2006,17,3799.0,3906.0,38.0,3637.0
449,1,19,4,19-01-2006,18,4164.0,4104.0,36.33,3799.0
450,1,19,4,19-01-2006,19,4215.0,4062.0,34.67,4164.0
451,1,19,4,19-01-2006,20,4113.0,3945.0,34.0,4215.0
452,1,19,4,19-01-2006,21,3953.0,3763.0,33.33,4113.0
453,1,19,4,19-01-2006,22,3652.0,3478.0,32.67,3953.0
454,1,19,4,19-01-2006,23,3253.0,3126.0,34.0,3652.0
455,1,19,4,19-01-2006,24,2947.0,2845.0,34.33,3253.0
456,1,20,5,20-01-2006,1,2763.0,2651.0,34.67,2947.0
457,1,20,5,20-01-2006,2,2665.0,2582.0,34.33,2763.0
458,1,20,5,20-01-2006,3,2624.0,2570.0,35.0,2665.0
459,1,20,5,20-01-2006,4,2625.0,2607.0,35.33,2624.0
460,1,20,5,20-01-2006,5,2718.0,2723.0,34.67,2625.0
461,1,20,5,20-01-2006,6,3004.0,3019.0,34.0,2718.0
462,1,20,5,20-01-2006,7,3551.0,3582.0,33.67,3004.0
463,1,20,5,20-01-2006,8,3798.0,3830.0,33.33,3551.0
464,1,20,5,20-01-2006,9,3773.0,3820.0,34.0,3798.0
465,1,20,5,20-01-2006,10,3776.0,3827.0,37.0,3773.0
466,1,20,5,20-01-2006,11,3760.0,3827.0,40.67,3776.0
467,1,20,5,20-01-2006,12,3713.0,3812.0,43.33,3760.0
468,1,20,5,20-01-2006,13,3651.0,3760.0,47.0,3713.0
469,1,20,5,20-01-2006,14,3612.0,3721.0,50.0,3651.0
470,1,20,5,20-01-2006,15,3559.0,3673.0,51.0,3612.0
471,1,20,5,20-01-2006,16,3537.0,3637.0,52.67,3559.0
472,1,20,5,20-01-2006,17,3668.0,3799.0,52.0,3537.0
473,1,20,5,20-01-2006,18,3907.0,4164.0,49.67,3668.0
474,1,20,5,20-01-2006,19,3861.0,4215.0,48.33,3907.0
475,1,20,5,20-01-2006,20,3713.0,4113.0,45.33,3861.0
476,1,20,5,20-01-2006,21,3566.0,3953.0,45.0,3713.0
477,1,20,5,20-01-2006,22,3342.0,3652.0,44.67,3566.0
478,1,20,5,20-01-2006,23,3042.0,3253.0,43.0,3342.0
479,1,20,5,20-01-2006,24,2779.0,2947.0,42.0,3042.0
480,1,21,6,21-01-2006,1,2584.0,2763.0,40.67,2779.0
481,1,21,6,21-01-2006,2,2487.0,2665.0,40.67,2584.0
482,1,21,6,21-01-2006,3,2430.0,2624.0,40.33,2487.0
483,1,21,6,21-01-2006,4,2416.0,2625.0,40.33,2430.0
484,1,21,6,21-01-2006,5,2442.0,2718.0,40.33,2416.0
485,1,21,6,21-01-2006,6,2558.0,3004.0,39.67,2442.0
486,1,21,6,21-01-2006,7,2775.0,3551.0,41.0,2558.0
487,1,21,6,21-01-2006,8,3016.0,3798.0,43.33,2775.0
488,1,21,6,21-01-2006,9,3290.0,3773.0,44.33,3016.0
489,1,21,6,21-01-2006,10,3438.0,3776.0,45.67,3290.0
490,1,21,6,21-01-2006,11,3475.0,3760.0,48.33,3438.0
491,1,21,6,21-01-2006,12,3451.0,3713.0,49.0,3475.0
492,1,21,6,21-01-2006,13,3390.0,3651.0,50.33,3451.0
493,1,21,6,21-01-2006,14,3341.0,3612.0,49.0,3390.0
494,1,21,6,21-01-2006,15,3286.0,3559.0,47.67,3341.0
495,1,21,6,21-01-2006,16,3306.0,3537.0,49.33,3286.0
496,1,21,6,21-01-2006,17,3506.0,3668.0,47.33,3306.0
497,1,21,6,21-01-2006,18,3762.0,3907.0,46.0,3506.0
498,1,21,6,21-01-2006,19,3737.0,3861.0,42.67,3762.0
499,1,21,6,21-01-2006,20,3641.0,3713.0,38.33,3737.0
500,1,21,6,21-01-2006,21,3533.0,3566.0,35.33,3641.0
501,1,21,6,21-01-2006,22,3366.0,3342.0,32.33,3533.0
502,1,21,6,21-01-2006,23,3126.0,3042.0,31.0,3366.0
503,1,21,6,21-01-2006,24,2899.0,2779.0,30.0,3126.0
504,1,22,7,22-01-2006,1,2708.0,2584.0,28.33,2899.0
505,1,22,7,22-01-2006,2,2630.0,2487.0,27.0,2708.0
506,1,22,7,22-01-2006,3,2605.0,2430.0,25.67,2630.0
507,1,22,7,22-01-2006,4,2610.0,2416.0,24.33,2605.0
508,1,22,7,22-01-2006,5,2640.0,2442.0,23.0,2610.0
509,1,22,7,22-01-2006,6,2731.0,2558.0,21.67,2640.0
510,1,22,7,22-01-2006,7,2895.0,2775.0,20.67,2731.0
511,1,22,7,22-01-2006,8,3105.0,3016.0,19.33,2895.0
512,1,22,7,22-01-2006,9,3385.0,3290.0,20.33,3105.0
513,1,22,7,22-01-2006,10,3560.0,3438.0,22.67,3385.0
514,1,22,7,22-01-2006,11,3637.0,3475.0,24.33,3560.0
515,1,22,7,22-01-2006,12,3629.0,3451.0,26.33,3637.0
516,1,22,7,22-01-2006,13,3592.0,3390.0,28.67,3629.0
517,1,22,7,22-01-2006,14,3512.0,3341.0,30.0,3592.0
518,1,22,7,22-01-2006,15,3456.0,3286.0,31.0,3512.0
519,1,22,7,22-01-2006,16,3491.0,3306.0,31.67,3456.0
520,1,22,7,22-01-2006,17,3748.0,3506.0,31.67,3491.0
521,1,22,7,22-01-2006,18,4138.0,3762.0,30.0,3748.0
522,1,22,7,22-01-2006,19,4154.0,3737.0,27.0,4138.0
523,1,22,7,22-01-2006,20,4046.0,3641.0,26.33,4154.0
524,1,22,7,22-01-2006,21,3865.0,3533.0,26.0,4046.0
525,1,22,7,22-01-2006,22,3565.0,3366.0,25.33,3865.0
526,1,22,7,22-01-2006,23,3222.0,3126.0,24.67,3565.0
527,1,22,7,22-01-2006,24,2954.0,2899.0,25.0,3222.0
528,1,23,1,23-01-2006,1,2782.0,2708.0,26.0,2954.0
529,1,23,1,23-01-2006,2,2681.0,2630.0,26.33,2782.0
530,1,23,1,23-01-2006,3,2666.0,2605.0,26.67,2681.0
531,1,23,1,23-01-2006,4,2670.0,2610.0,27.33,2666.0
532,1,23,1,23-01-2006,5,2768.0,2640.0,27.67,2670.0
533,1,23,1,23-01-2006,6,3073.0,2731.0,29.0,2768.0
534,1,23,1,23-01-2006,7,3627.0,2895.0,28.67,3073.0
535,1,23,1,23-01-2006,8,3903.0,3105.0,29.67,3627.0
536,1,23,1,23-01-2006,9,3945.0,3385.0,28.33,3903.0
537,1,23,1,23-01-2006,10,3993.0,3560.0,28.0,3945.0
538,1,23,1,23-01-2006,11,4056.0,3637.0,28.33,3993.0
539,1,23,1,23-01-2006,12,4071.0,3629.0,29.33,4056.0
540,1,23,1,23-01-2006,13,4022.0,3592.0,30.33,4071.0
541,1,23,1,23-01-2006,14,3976.0,3512.0,31.0,4022.0
542,1,23,1,23-01-2006,15,3917.0,3456.0,31.67,3976.0
543,1,23,1,23-01-2006,16,3891.0,3491.0,32.67,3917.0
544,1,23,1,23-01-2006,17,4041.0,3748.0,32.67,3891.0
545,1,23,1,23-01-2006,18,4364.0,4138.0,32.33,4041.0
546,1,23,1,23-01-2006,19,4348.0,4154.0,32.0,4364.0
547,1,23,1,23-01-2006,20,4203.0,4046.0,32.33,4348.0
548,1,23,1,23-01-2006,21,3980.0,3865.0,31.0,4203.0
549,1,23,1,23-01-2006,22,3637.0,3565.0,29.0,3980.0
550,1,23,1,23-01-2006,23,3241.0,3222.0,29.33,3637.0
551,1,23,1,23-01-2006,24,2946.0,2954.0,27.0,3241.0
552,1,24,2,24-01-2006,1,2769.0,2782.0,24.67,2946.0
553,1,24,2,24-01-2006,2,2684.0,2681.0,24.0,2769.0
554,1,24,2,24-01-2006,3,2657.0,2666.0,24.67,2684.0
555,1,24,2,24-01-2006,4,2670.0,2670.0,25.0,2657.0
556,1,24,2,24-01-2006,5,2770.0,2768.0,25.67,2670.0
557,1,24,2,24-01-2006,6,3063.0,3073.0,24.0,2770.0
558,1,24,2,24-01-2006,7,3620.0,3627.0,23.0,3063.0
559,1,24,2,24-01-2006,8,3834.0,3903.0,21.33,3620.0
560,1,24,2,24-01-2006,9,3811.0,3945.0,22.67,3834.0
561,1,24,2,24-01-2006,10,3776.0,3993.0,24.67,3811.0
562,1,24,2,24-01-2006,11,3763.0,4056.0,27.0,3776.0
563,1,24,2,24-01-2006,12,3728.0,4071.0,31.33,3763.0
564,1,24,2,24-01-2006,13,3677.0,4022.0,33.0,3728.0
565,1,24,2,24-01-2006,14,3657.0,3976.0,34.33,3677.0
566,1,24,2,24-01-2006,15,3616.0,3917.0,35.0,3657.0
567,1,24,2,24-01-2006,16,3633.0,3891.0,34.0,3616.0
568,1,24,2,24-01-2006,17,3835.0,4041.0,33.33,3633.0
569,1,24,2,24-01-2006,18,4175.0,4364.0,32.67,3835.0
570,1,24,2,24-01-2006,19,4183.0,4348.0,31.33,4175.0
571,1,24,2,24-01-2006,20,4076.0,4203.0,30.0,4183.0
572,1,24,2,24-01-2006,21,3889.0,3980.0,30.67,4076.0
573,1,24,2,24-01-2006,22,3583.0,3637.0,29.67,3889.0
574,1,24,2,24-01-2006,23,3217.0,3241.0,29.0,3583.0
575,1,24,2,24-01-2006,24,2914.0,2946.0,30.0,3217.0
576,1,25,3,25-01-2006,1,2731.0,2769.0,29.67,2914.0
577,1,25,3,25-01-2006,2,2643.0,2684.0,30.67,2731.0
578,1,25,3,25-01-2006,3,2605.0,2657.0,31.0,2643.0
579,1,25,3,25-01-2006,4,2608.0,2670.0,30.0,2605.0
580,1,25,3,25-01-2006,5,2690.0,2770.0,29.67,2608.0
581,1,25,3,25-01-2006,6,2985.0,3063.0,30.0,2690.0
582,1,25,3,25-01-2006,7,3542.0,3620.0,30.0,2985.0
583,1,25,3,25-01-2006,8,3798.0,3834.0,30.0,3542.0
584,1,25,3,25-01-2006,9,3809.0,3811.0,29.33,3798.0
585,1,25,3,25-01-2006,10,3821.0,3776.0,32.0,3809.0
586,1,25,3,25-01-2006,11,3831.0,3763.0,32.67,3821.0
587,1,25,3,25-01-2006,12,3810.0,3728.0,33.0,3831.0
588,1,25,3,25-01-2006,13,3771.0,3677.0,34.67,3810.0
589,1,25,3,25-01-2006,14,3747.0,3657.0,34.0,3771.0
590,1,25,3,25-01-2006,15,3714.0,3616.0,35.0,3747.0
591,1,25,3,25-01-2006,16,3726.0,3633.0,35.67,3714.0
592,1,25,3,25-01-2006,17,3891.0,3835.0,34.33,3726.0
593,1,25,3,25-01-2006,18,4206.0,4175.0,33.0,3891.0
594,1,25,3,25-01-2006,19,4207.0,4183.0,33.33,4206.0
595,1,25,3,25-01-2006,20,4090.0,4076.0,31.0,4207.0
596,1,25,3,25-01-2006,21,3912.0,3889.0,31.33,4090.0
597,1,25,3,25-01-2006,22,3613.0,3583.0,31.67,3912.0
598,1,25,3,25-01-2006,23,3235.0,3217.0,31.33,3613.0
599,1,25,3,25-01-2006,24,2934.0,2914.0,31.0,3235.0
600,1,26,4,26-01-2006,1,2760.0,2731.0,30.0,2934.0
601,1,26,4,26-01-2006,2,2674.0,2643.0,29.33,2760.0
602,1,26,4,26-01-2006,3,2642.0,2605.0,29.0,2674.0
603,1,26,4,26-01-2006,4,2651.0,2608.0,28.33,2642.0
604,1,26,4,26-01-2006,5,2746.0,2690.0,28.33,2651.0
605,1,26,4,26-01-2006,6,3051.0,2985.0,27.67,2746.0
606,1,26,4,26-01-2006,7,3630.0,3542.0,26.0,3051.0
607,1,26,4,26-01-2006,8,3866.0,3798.0,25.67,3630.0
608,1,26,4,26-01-2006,9,3859.0,3809.0,25.67,3866.0
609,1,26,4,26-01-2006,10,3852.0,3821.0,26.0,3859.0
610,1,26,4,26-01-2006,11,3858.0,3831.0,27.33,3852.0
611,1,26,4,26-01-2006,12,3830.0,3810.0,28.33,3858.0
612,1,26,4,26-01-2006,13,3780.0,3771.0,28.67,3830.0
613,1,26,4,26-01-2006,14,3762.0,3747.0,29.0,3780.0
614,1,26,4,26-01-2006,15,3726.0,3714.0,28.33,3762.0
615,1,26,4,26-01-2006,16,3735.0,3726.0,28.33,3726.0
616,1,26,4,26-01-2006,17,3919.0,3891.0,26.67,3735.0
617,1,26,4,26-01-2006,18,4288.0,4206.0,25.0,3919.0
618,1,26,4,26-01-2006,19,4328.0,4207.0,23.33,4288.0
619,1,26,4,26-01-2006,20,4255.0,4090.0,21.67,4328.0
620,1,26,4,26-01-2006,21,4102.0,3912.0,19.33,4255.0
621,1,26,4,26-01-2006,22,3828.0,3613.0,18.33,4102.0
622,1,26,4,26-01-2006,23,3456.0,3235.0,16.67,3828.0
623,1,26,4,26-01-2006,24,3165.0,2934.0,15.67,3456.0
624,1,27,5,27-01-2006,1,2999.0,2760.0,14.33,3165.0
625,1,27,5,27-01-2006,2,2916.0,2674.0,14.0,2999.0
626,1,27,5,27-01-2006,3,2884.0,2642.0,13.33,2916.0
627,1,27,5,27-01-2006,4,2906.0,2651.0,12.0,2884.0
628,1,27,5,27-01-2006,5,3003.0,2746.0,11.0,2906.0
629,1,27,5,27-01-2006,6,3309.0,3051.0,9.67,3003.0
630,1,27,5,27-01-2006,7,3860.0,3630.0,9.67,3309.0
631,1,27,5,27-01-2006,8,4073.0,3866.0,10.33,3860.0
632,1,27,5,27-01-2006,9,4064.0,3859.0,9.33,4073.0
633,1,27,5,27-01-2006,10,4031.0,3852.0,13.33,4064.0
634,1,27,5,27-01-2006,11,3987.0,3858.0,18.67,4031.0
635,1,27,5,27-01-2006,12,3920.0,3830.0,23.33,3987.0
636,1,27,5,27-01-2006,13,3833.0,3780.0,26.33,3920.0
637,1,27,5,27-01-2006,14,3779.0,3762.0,28.67,3833.0
638,1,27,5,27-01-2006,15,3696.0,3726.0,30.67,3779.0
639,1,27,5,27-01-2006,16,3668.0,3735.0,32.33,3696.0
640,1,27,5,27-01-2006,17,3789.0,3919.0,32.33,3668.0
641,1,27,5,27-01-2006,18,4099.0,4288.0,31.67,3789.0
642,1,27,5,27-01-2006,19,4107.0,4328.0,29.67,4099.0
643,1,27,5,27-01-2006,20,3996.0,4255.0,29.0,4107.0
644,1,27,5,27-01-2006,21,3838.0,4102.0,28.0,3996.0
645,1,27,5,27-01-2006,22,3614.0,3828.0,28.33,3838.0
646,1,27,5,27-01-2006,23,3274.0,3456.0,27.33,3614.0
647,1,27,5,27-01-2006,24,2984.0,3165.0,26.33,3274.0
648,1,28,6,28-01-2006,1,2766.0,2999.0,25.67,2984.0
649,1,28,6,28-01-2006,2,2670.0,2916.0,27.33,2766.0
650,1,28,6,28-01-2006,3,2612.0,2884.0,29.33,2670.0
651,1,28,6,28-01-2006,4,2594.0,2906.0,29.67,2612.0
652,1,28,6,28-01-2006,5,2622.0,3003.0,30.33,2594.0
653,1,28,6,28-01-2006,6,2724.0,3309.0,30.67,2622.0
654,1,28,6,28-01-2006,7,2945.0,3860.0,30.67,2724.0
655,1,28,6,28-01-2006,8,3196.0,4073.0,30.0,2945.0
656,1,28,6,28-01-2006,9,3450.0,4064.0,32.67,3196.0
657,1,28,6,28-01-2006,10,3585.0,4031.0,33.67,3450.0
658,1,28,6,28-01-2006,11,3582.0,3987.0,36.33,3585.0
659,1,28,6,28-01-2006,12,3517.0,3920.0,41.67,3582.0
660,1,28,6,28-01-2006,13,3399.0,3833.0,44.0,3517.0
661,1,28,6,28-01-2006,14,3295.0,3779.0,46.0,3399.0
662,1,28,6,28-01-2006,15,3213.0,3696.0,47.67,3295.0
663,1,28,6,28-01-2006,16,3215.0,3668.0,48.0,3213.0
664,1,28,6,28-01-2006,17,3378.0,3789.0,47.67,3215.0
665,1,28,6,28-01-2006,18,3740.0,4099.0,47.33,3378.0
666,1,28,6,28-01-2006,19,3764.0,4107.0,45.33,3740.0
667,1,28,6,28-01-2006,20,3627.0,3996.0,43.33,3764.0
668,1,28,6,28-01-2006,21,3499.0,3838.0,42.0,3627.0
669,1,28,6,28-01-2006,22,3300.0,3614.0,37.0,3499.0
670,1,28,6,28-01-2006,23,3024.0,3274.0,37.0,3300.0
671,1,28,6,28-01-2006,24,2771.0,2984.0,34.67,3024.0
672,1,29,7,29-01-2006,1,2580.0,2766.0,33.0,2771.0
673,1,29,7,29-01-2006,2,2481.0,2670.0,33.0,2580.0
674,1,29,7,29-01-2006,3,2429.0,2612.0,31.0,2481.0
675,1,29,7,29-01-2006,4,2422.0,2594.0,29.0,2429.0
676,1,29,7,29-01-2006,5,2443.0,2622.0,28.0,2422.0
677,1,29,7,29-01-2006,6,2517.0,2724.0,28.0,2443.0
678,1,29,7,29-01-2006,7,2675.0,2945.0,30.0,2517.0
679,1,29,7,29-01-2006,8,2912.0,3196.0,31.33,2675.0
680,1,29,7,29-01-2006,9,3215.0,3450.0,31.33,2912.0
681,1,29,7,29-01-2006,10,3401.0,3585.0,32.0,3215.0
682,1,29,7,29-01-2006,11,3452.0,3582.0,33.0,3401.0
683,1,29,7,29-01-2006,12,3472.0,3517.0,35.33,3452.0
684,1,29,7,29-01-2006,13,3441.0,3399.0,37.0,3472.0
685,1,29,7,29-01-2006,14,3403.0,3295.0,37.67,3441.0
686,1,29,7,29-01-2006,15,3395.0,3213.0,37.67,3403.0
687,1,29,7,29-01-2006,16,3474.0,3215.0,37.67,3395.0
688,1,29,7,29-01-2006,17,3704.0,3378.0,34.67,3474.0
689,1,29,7,29-01-2006,18,3987.0,3740.0,33.67,3704.0
690,1,29,7,29-01-2006,19,3968.0,3764.0,34.0,3987.0
691,1,29,7,29-01-2006,20,3827.0,3627.0,32.67,3968.0
692,1,29,7,29-01-2006,21,3617.0,3499.0,32.67,3827.0
693,1,29,7,29-01-2006,22,3317.0,3300.0,32.67,3617.0
694,1,29,7,29-01-2006,23,2975.0,3024.0,33.0,3317.0
695,1,29,7,29-01-2006,24,2723.0,2771.0,32.0,2975.0
696,1,30,1,30-01-2006,1,2575.0,2580.0,32.0,2723.0
697,1,30,1,30-01-2006,2,2510.0,2481.0,32.67,2575.0
698,1,30,1,30-01-2006,3,2502.0,2429.0,31.67,2510.0
699,1,30,1,30-01-2006,4,2525.0,2422.0,31.67,2502.0
700,1,30,1,30-01-2006,5,2631.0,2443.0,31.33,2525.0
701,1,30,1,30-01-2006,6,2950.0,2517.0,30.33,2631.0
702,1,30,1,30-01-2006,7,3508.0,2675.0,30.67,2950.0
703,1,30,1,30-01-2006,8,3792.0,2912.0,30.0,3508.0
704,1,30,1,30-01-2006,9,3857.0,3215.0,30.0,3792.0
705,1,30,1,30-01-2006,10,3888.0,3401.0,30.67,3857.0
706,1,30,1,30-01-2006,11,3925.0,3452.0,30.67,3888.0
707,1,30,1,30-01-2006,12,3928.0,3472.0,30.33,3925.0
708,1,30,1,30-01-2006,13,3875.0,3441.0,30.33,3928.0
709,1,30,1,30-01-2006,14,3848.0,3403.0,30.33,3875.0
710,1,30,1,30-01-2006,15,3827.0,3395.0,30.33,3848.0
711,1,30,1,30-01-2006,16,3865.0,3474.0,30.33,3827.0
712,1,30,1,30-01-2006,17,4057.0,3704.0,29.0,3865.0
713,1,30,1,30-01-2006,18,4307.0,3987.0,28.0,4057.0
714,1,30,1,30-01-2006,19,4298.0,3968.0,28.67,4307.0
715,1,30,1,30-01-2006,20,4169.0,3827.0,28.0,4298.0
716,1,30,1,30-01-2006,21,3970.0,3617.0,28.33,4169.0
717,1,30,1,30-01-2006,22,3648.0,3317.0,28.33,3970.0
718,1,30,1,30-01-2006,23,3253.0,2975.0,29.0,3648.0
719,1,30,1,30-01-2006,24,2950.0,2723.0,29.67,3253.0
720,1,31,2,31-01-2006,1,2768.0,2575.0,30.67,2950.0
721,1,31,2,31-01-2006,2,2676.0,2510.0,30.33,2768.0
722,1,31,2,31-01-2006,3,2633.0,2502.0,30.33,2676.0
723,1,31,2,31-01-2006,4,2648.0,2525.0,30.67,2633.0
724,1,31,2,31-01-2006,5,2747.0,2631.0,31.33,2648.0
725,1,31,2,31-01-2006,6,3040.0,2950.0,30.33,2747.0
726,1,31,2,31-01-2006,7,3580.0,3508.0,31.0,3040.0
727,1,31,2,31-01-2006,8,3850.0,3792.0,30.67,3580.0
728,1,31,2,31-01-2006,9,3909.0,3857.0,30.67,3850.0
729,1,31,2,31-01-2006,10,3932.0,3888.0,31.0,3909.0
730,1,31,2,31-01-2006,11,3975.0,3925.0,31.0,3932.0
731,1,31,2,31-01-2006,12,3990.0,3928.0,31.0,3975.0
732,1,31,2,31-01-2006,13,3970.0,3875.0,31.0,3990.0
733,1,31,2,31-01-2006,14,3969.0,3848.0,30.67,3970.0
734,1,31,2,31-01-2006,15,3927.0,3827.0,30.33,3969.0
735,1,31,2,31-01-2006,16,3938.0,3865.0,31.0,3927.0
736,1,31,2,31-01-2006,17,4092.0,4057.0,30.33,3938.0
737,1,31,2,31-01-2006,18,4340.0,4307.0,30.33,4092.0
738,1,31,2,31-01-2006,19,4333.0,4298.0,30.0,4340.0
739,1,31,2,31-01-2006,20,4202.0,4169.0,29.33,4333.0
740,1,31,2,31-01-2006,21,4007.0,3970.0,29.67,4202.0
741,1,31,2,31-01-2006,22,3697.0,3648.0,29.0,4007.0
742,1,31,2,31-01-2006,23,3317.0,3253.0,29.33,3697.0
743,1,31,2,31-01-2006,24,2994.0,2950.0,28.33,3317.0
744,2,1,3,01-02-2006,1,2791.0,2768.0,29.0,2994.0
745,2,1,3,01-02-2006,2,2725.0,2676.0,29.33,2791.0
746,2,1,3,01-02-2006,3,2692.0,2633.0,28.33,2725.0
747,2,1,3,01-02-2006,4,2698.0,2648.0,28.67,2692.0
748,2,1,3,01-02-2006,5,2787.0,2747.0,27.67,2698.0
749,2,1,3,01-02-2006,6,3072.0,3040.0,26.67,2787.0
750,2,1,3,01-02-2006,7,3622.0,3580.0,27.67,3072.0
751,2,1,3,01-02-2006,8,3851.0,3850.0,29.0,3622.0
752,2,1,3,01-02-2006,9,3827.0,3909.0,29.67,3851.0
753,2,1,3,01-02-2006,10,3815.0,3932.0,31.0,3827.0
754,2,1,3,01-02-2006,11,3783.0,3975.0,32.0,3815.0
755,2,1,3,01-02-2006,12,3764.0,3990.0,33.67,3783.0
756,2,1,3,01-02-2006,13,3711.0,3970.0,33.67,3764.0
757,2,1,3,01-02-2006,14,3692.0,3969.0,34.67,3711.0
758,2,1,3,01-02-2006,15,3669.0,3927.0,35.33,3692.0
759,2,1,3,01-02-2006,16,3677.0,3938.0,35.67,3669.0
760,2,1,3,01-02-2006,17,3852.0,4092.0,34.67,3677.0
761,2,1,3,01-02-2006,18,4180.0,4340.0,33.33,3852.0
762,2,1,3,01-02-2006,19,4198.0,4333.0,32.67,4180.0
763,2,1,3,01-02-2006,20,4098.0,4202.0,32.33,4198.0
764,2,1,3,01-02-2006,21,3942.0,4007.0,32.0,4098.0
765,2,1,3,01-02-2006,22,3658.0,3697.0,30.67,3942.0
766,2,1,3,01-02-2006,23,3250.0,3317.0,30.0,3658.0
767,2,1,3,01-02-2006,24,2933.0,2994.0,30.67,3250.0
768,2,2,4,02-02-2006,1,2758.0,2791.0,30.33,2933.0
769,2,2,4,02-02-2006,2,2669.0,2725.0,30.0,2758.0
770,2,2,4,02-02-2006,3,2621.0,2692.0,29.67,2669.0
771,2,2,4,02-02-2006,4,2633.0,2698.0,28.0,2621.0
772,2,2,4,02-02-2006,5,2729.0,2787.0,28.33,2633.0
773,2,2,4,02-02-2006,6,3028.0,3072.0,27.33,2729.0
774,2,2,4,02-02-2006,7,3574.0,3622.0,27.33,3028.0
775,2,2,4,02-02-2006,8,3800.0,3851.0,27.33,3574.0
776,2,2,4,02-02-2006,9,3793.0,3827.0,28.67,3800.0
777,2,2,4,02-02-2006,10,3773.0,3815.0,31.0,3793.0
778,2,2,4,02-02-2006,11,3759.0,3783.0,33.33,3773.0
779,2,2,4,02-02-2006,12,3719.0,3764.0,34.33,3759.0
780,2,2,4,02-02-2006,13,3661.0,3711.0,35.67,3719.0
781,2,2,4,02-02-2006,14,3639.0,3692.0,36.67,3661.0
782,2,2,4,02-02-2006,15,3598.0,3669.0,37.67,3639.0
783,2,2,4,02-02-2006,16,3598.0,3677.0,39.33,3598.0
784,2,2,4,02-02-2006,17,3753.0,3852.0,39.67,3598.0
785,2,2,4,02-02-2006,18,4101.0,4180.0,37.0,3753.0
786,2,2,4,02-02-2006,19,4162.0,4198.0,35.67,4101.0
787,2,2,4,02-02-2006,20,4071.0,4098.0,34.33,4162.0
788,2,2,4,02-02-2006,21,3878.0,3942.0,32.67,4071.0
789,2,2,4,02-02-2006,22,3597.0,3658.0,32.33,3878.0
790,2,2,4,02-02-2006,23,3213.0,3250.0,33.0,3597.0
791,2,2,4,02-02-2006,24,2903.0,2933.0,33.67,3213.0
792,2,3,5,03-02-2006,1,2713.0,2758.0,34.0,2903.0
793,2,3,5,03-02-2006,2,2615.0,2669.0,35.0,2713.0
794,2,3,5,03-02-2006,3,2573.0,2621.0,35.0,2615.0
795,2,3,5,03-02-2006,4,2577.0,2633.0,34.33,2573.0
796,2,3,5,03-02-2006,5,2664.0,2729.0,35.0,2577.0
797,2,3,5,03-02-2006,6,2955.0,3028.0,35.0,2664.0
